sensor_id,timestamp,equipment_id,temperature_c,vibration_mms,current_a,pressure_bar
S-000360,2024-01-03 14:00,EQ-A04,38.4,2.23,13.5,5.1
S-000361,2024-01-03 14:00,EQ-B01,37.9,1.02,11.3,5.64
S-000362,2024-01-03 14:00,EQ-B02,37.6,0.9,14.3,5.59
S-000363,2024-01-03 14:00,EQ-B03,41.3,1.54,15.5,5.51
S-000364,2024-01-03 14:00,EQ-B04,36.4,1.19,11.7,5.66
S-000365,2024-01-03 14:00,EQ-C01,40.6,0.87,13.2,4.61
S-000366,2024-01-03 14:00,EQ-C02,39.9,1.9,14.3,4.72
S-000367,2024-01-03 14:00,EQ-C03,36.8,1.79,13.9,5.32
S-000368,2024-01-03 14:00,EQ-C04,38.3,1.55,11.1,4.98
S-000369,2024-01-03 16:00,EQ-A01,44.9,2.57,15.8,5.24
S-000370,2024-01-03 16:00,EQ-A02,38.6,2.73,14.7,5.13
S-000371,2024-01-03 16:00,EQ-A03,45.8,2.23,15.2,4.93
S-000372,2024-01-03 16:00,EQ-A04,,,13.0,5.23
S-000373,2024-01-03 16:00,EQ-B01,34.9,0.63,12.9,5.55
S-000374,2024-01-03 16:00,EQ-B02,39.8,1.12,13.2,5.37
S-000375,2024-01-03 16:00,EQ-B03,38.3,1.03,13.7,5.55
S-000376,2024-01-03 16:00,EQ-B04,34.4,1.29,11.1,5.4
S-000377,2024-01-03 16:00,EQ-C01,39.3,1.25,16.7,5.02
S-000378,2024-01-03 16:00,EQ-C02,38.9,1.58,13.9,4.87
S-000379,2024-01-03 16:00,EQ-C03,39.3,1.59,13.8,5.31
S-000380,2024-01-03 16:00,EQ-C04,39.5,1.83,12.8,5.34
S-000381,2024-01-03 18:00,EQ-A01,42.6,2.48,13.6,5.06
S-000382,2024-01-03 18:00,EQ-A02,41.1,1.96,15.8,4.98
S-000383,2024-01-03 18:00,EQ-A03,41.5,2.86,16.2,4.55
S-000384,2024-01-03 18:00,EQ-A04,39.4,2.4,10.8,5.04
S-000385,2024-01-03 18:00,EQ-B02,38.9,1.18,12.8,5.26
S-000386,2024-01-03 18:00,EQ-B03,38.6,1.79,13.9,5.65
S-000387,2024-01-03 18:00,EQ-B04,36.5,1.74,10.5,5.56
S-000388,2024-01-03 18:00,EQ-C01,39.5,1.91,14.0,5.15
S-000389,2024-01-03 18:00,EQ-C02,42.0,1.92,14.8,5.09
S-000390,2024-01-03 18:00,EQ-C03,39.0,1.54,14.0,5.47
S-000391,2024-01-03 18:00,EQ-C04,40.0,1.88,11.9,5.57
S-000392,2024-01-03 20:00,EQ-A01,43.1,2.76,13.9,4.78
S-000393,2024-01-03 20:00,EQ-A02,42.1,2.46,12.9,5.1
S-000394,2024-01-03 20:00,EQ-A03,43.3,2.48,14.9,4.8
S-000395,2024-01-03 20:00,EQ-A04,40.0,1.94,10.2,5.27
S-000396,2024-01-03 20:00,EQ-B01,36.2,1.13,12.2,5.2
S-000397,2024-01-03 20:00,EQ-B02,38.5,1.33,13.3,5.15
S-000398,2024-01-03 20:00,EQ-B03,35.7,1.15,14.8,5.4
S-000399,2024-01-03 20:00,EQ-B04,36.5,0.85,10.9,5.2
S-000400,2024-01-03 20:00,EQ-C01,41.3,2.66,13.6,4.65
S-000401,2024-01-03 20:00,EQ-C02,37.0,1.96,16.8,4.64
S-000402,2024-01-03 20:00,EQ-C03,40.0,1.71,13.6,5.06
S-000403,2024-01-03 20:00,EQ-C04,40.4,1.96,12.3,5.13
S-000404,2024-01-03 22:00,EQ-A01,44.5,2.27,14.9,5.04
S-000405,2024-01-03 22:00,EQ-A02,42.5,2.03,15.3,5.08
S-000406,2024-01-03 22:00,EQ-A03,45.2,2.93,15.8,4.5
S-000407,2024-01-03 22:00,EQ-A04,40.9,1.48,12.7,5.0
S-000408,2024-01-03 22:00,EQ-B01,37.9,2.07,13.4,5.7
S-000409,2024-01-03 22:00,EQ-B02,37.6,0.85,12.8,5.43
S-000410,2024-01-03 22:00,EQ-B03,37.4,1.58,16.3,5.19
S-000411,2024-01-03 22:00,EQ-C02,45.7,2.26,14.4,4.87
S-000412,2024-01-03 22:00,EQ-C03,41.6,1.43,14.8,5.14
S-000413,2024-01-03 22:00,EQ-C04,38.6,1.42,12.0,4.84
S-000414,2024-01-04 00:00,EQ-A01,45.0,2.24,15.1,4.82
S-000415,2024-01-04 00:00,EQ-A02,42.0,2.35,14.7,5.17
S-000416,2024-01-04 00:00,EQ-A03,,3.42,14.9,4.93
S-000417,2024-01-04 00:00,EQ-A04,43.2,1.59,12.0,5.45
S-000418,2024-01-04 00:00,EQ-B01,37.6,1.22,13.3,5.46
S-000419,2024-01-04 00:00,EQ-B02,39.8,1.49,14.3,5.27
S-000420,2024-01-04 00:00,EQ-B03,40.9,6.05,,5.46
S-000421,2024-01-04 00:00,EQ-B04,37.6,1.17,10.8,5.49
S-000422,2024-01-04 00:00,EQ-C01,41.4,1.82,14.0,4.96
S-000423,2024-01-04 00:00,EQ-C02,43.1,1.91,13.9,5.29
S-000424,2024-01-04 00:00,EQ-C03,42.1,1.46,15.6,5.03
S-000425,2024-01-04 00:00,EQ-C04,41.8,1.65,11.6,5.25
S-000426,2024-01-04 02:00,EQ-A01,44.0,2.82,15.8,5.12
S-000427,2024-01-04 02:00,EQ-A02,39.9,2.38,14.6,5.24
S-000428,2024-01-04 02:00,EQ-A03,45.8,3.55,15.5,4.46
S-000429,2024-01-04 02:00,EQ-A04,40.8,1.13,9.8,5.45
S-000430,2024-01-04 02:00,EQ-B01,36.9,1.41,12.8,5.57
S-000431,2024-01-04 02:00,EQ-B02,39.1,,13.3,5.36
S-000432,2024-01-04 02:00,EQ-B03,41.7,2.04,15.0,5.37
S-000433,2024-01-04 02:00,EQ-B04,38.5,1.5,12.7,5.46
S-000434,2024-01-04 02:00,EQ-C01,39.5,1.84,14.9,5.3
S-000435,2024-01-04 02:00,EQ-C02,,1.86,16.2,5.18
S-000436,2024-01-04 02:00,EQ-C03,40.8,2.1,12.1,5.09
S-000437,2024-01-04 02:00,EQ-C04,38.4,1.63,12.4,5.22
S-000438,2024-01-04 04:00,EQ-A01,44.5,2.23,15.5,4.95
S-000439,2024-01-04 04:00,EQ-A02,41.5,,14.9,5.17
S-000440,2024-01-04 04:00,EQ-A04,44.1,1.88,13.6,5.03
S-000441,2024-01-04 04:00,EQ-B01,40.2,1.26,14.8,5.51
S-000442,2024-01-04 04:00,EQ-B02,40.3,1.63,15.2,5.64
S-000443,2024-01-04 04:00,EQ-B03,39.6,2.08,15.0,5.24
S-000444,2024-01-04 04:00,EQ-B04,34.8,1.21,10.2,5.66
S-000445,2024-01-04 04:00,EQ-C01,37.8,1.35,13.9,
S-000446,2024-01-04 04:00,EQ-C02,40.8,1.84,15.3,5.01
S-000447,2024-01-04 04:00,EQ-C03,41.1,1.98,14.2,5.42
S-000448,2024-01-04 04:00,EQ-C04,40.1,1.29,12.8,5.19
S-000449,2024-01-04 06:00,EQ-A01,38.5,2.84,15.2,5.01
S-000450,2024-01-04 06:00,EQ-A02,42.9,2.24,15.8,4.95
S-000451,2024-01-04 06:00,EQ-A03,44.1,2.71,14.5,4.34
S-000452,2024-01-04 06:00,EQ-A04,41.0,1.68,13.2,5.36
S-000453,2024-01-04 06:00,EQ-B01,38.2,1.53,14.1,5.57
S-000454,2024-01-04 06:00,EQ-B02,39.4,0.78,12.9,5.43
S-000455,2024-01-04 06:00,EQ-B03,41.3,1.72,13.9,5.19
S-000456,2024-01-04 06:00,EQ-B04,35.3,0.97,9.8,5.58
S-000457,2024-01-04 06:00,EQ-C01,41.9,1.59,14.7,5.25
S-000458,2024-01-04 06:00,EQ-C02,43.7,1.91,15.4,5.07
S-000459,2024-01-04 06:00,EQ-C03,41.4,1.68,13.2,5.2
S-000460,2024-01-04 06:00,EQ-C04,38.3,1.73,11.4,5.34
S-000461,2024-01-04 08:00,EQ-A01,44.2,2.61,15.8,5.02
S-000462,2024-01-04 08:00,EQ-A02,41.2,2.18,13.6,4.97
S-000463,2024-01-04 08:00,EQ-A03,,2.86,14.5,4.41
S-000464,2024-01-04 08:00,EQ-A04,38.5,2.2,12.0,5.24
S-000465,2024-01-04 08:00,EQ-B01,37.4,1.22,12.8,5.28
S-000466,2024-01-04 08:00,EQ-B02,34.3,1.34,14.9,5.4
S-000467,2024-01-04 08:00,EQ-B03,38.5,1.32,13.2,4.94
S-000468,2024-01-04 08:00,EQ-B04,38.1,0.69,11.8,5.59
S-000469,2024-01-04 08:00,EQ-C01,37.9,1.79,13.7,4.87
S-000470,2024-01-04 08:00,EQ-C02,38.5,2.13,14.3,4.89
S-000471,2024-01-04 08:00,EQ-C03,37.7,1.4,15.1,5.3
S-000472,2024-01-04 08:00,EQ-C04,37.7,1.95,12.0,5.34
S-000473,2024-01-04 10:00,EQ-A01,42.0,2.6,18.5,5.43
S-000474,2024-01-04 10:00,EQ-A02,41.2,1.95,16.0,5.02
S-000475,2024-01-04 10:00,EQ-A03,41.6,2.95,16.5,5.29
S-000476,2024-01-04 10:00,EQ-A04,39.6,1.63,12.3,5.15
S-000477,2024-01-04 10:00,EQ-B01,36.6,1.29,12.4,5.78
S-000478,2024-01-04 10:00,EQ-B03,39.9,1.49,14.1,5.22
S-000479,2024-01-04 10:00,EQ-B04,36.7,0.75,10.6,5.4
S-000480,2024-01-04 10:00,EQ-C01,,1.98,16.1,4.97
S-000481,2024-01-04 10:00,EQ-C02,40.5,1.87,15.7,5.01
S-000482,2024-01-04 10:00,EQ-C03,39.0,1.19,14.4,4.96
S-000483,2024-01-04 10:00,EQ-C04,40.0,1.63,9.3,5.37
S-000484,2024-01-04 12:00,EQ-A01,42.2,2.33,14.9,4.84
S-000485,2024-01-04 12:00,EQ-A02,42.6,2.55,13.1,5.22
S-000486,2024-01-04 12:00,EQ-A03,43.0,3.08,15.3,4.97
S-000487,2024-01-04 12:00,EQ-A04,39.9,1.84,12.9,5.36
S-000488,2024-01-04 12:00,EQ-B01,34.2,1.36,11.2,5.67
S-000489,2024-01-04 12:00,EQ-B02,34.9,1.5,13.4,5.37
S-000490,2024-01-04 12:00,EQ-B03,35.4,1.0,13.6,5.54
S-000491,2024-01-04 12:00,EQ-B04,34.9,0.81,10.3,6.07
S-000492,2024-01-04 12:00,EQ-C01,38.5,1.78,13.5,5.12
S-000493,2024-01-04 12:00,EQ-C02,41.0,1.94,15.7,5.09
S-000494,2024-01-04 12:00,EQ-C03,40.3,1.05,13.4,5.11
S-000495,2024-01-04 12:00,EQ-C04,38.4,1.54,11.6,5.12
S-000496,2024-01-04 14:00,EQ-A01,,,14.8,5.25
S-000497,2024-01-04 14:00,EQ-A02,37.8,2.04,13.5,4.97
S-000498,2024-01-04 14:00,EQ-A03,45.8,2.74,16.2,5.07
S-000499,2024-01-04 14:00,EQ-A04,42.0,1.65,10.3,5.23
S-000500,2024-01-04 14:00,EQ-B01,36.0,1.43,14.2,5.46
S-000501,2024-01-04 14:00,EQ-B02,37.7,1.76,11.9,5.48
S-000502,2024-01-04 14:00,EQ-B03,35.7,1.78,13.8,5.51
S-000503,2024-01-04 14:00,EQ-B04,35.9,1.5,11.6,5.23
S-000504,2024-01-04 14:00,EQ-C01,41.6,2.36,14.6,5.15
S-000505,2024-01-04 14:00,EQ-C02,40.0,2.26,,4.75
S-000506,2024-01-04 14:00,EQ-C03,53.7,1.72,14.2,5.02
S-000507,2024-01-04 14:00,EQ-C04,38.5,1.43,12.3,5.6
S-000508,2024-01-04 16:00,EQ-A01,41.6,2.5,15.7,5.2
S-000509,2024-01-04 16:00,EQ-A02,42.9,2.36,14.3,5.07
S-000510,2024-01-04 16:00,EQ-A03,42.7,3.28,16.4,4.55
S-000511,2024-01-04 16:00,EQ-A04,41.9,1.55,11.9,5.26
S-000512,2024-01-04 16:00,EQ-B01,37.2,1.04,12.5,5.7
S-000513,2024-01-04 16:00,EQ-B02,38.5,0.91,13.8,5.14
S-000514,2024-01-04 16:00,EQ-B03,36.7,2.17,16.0,5.14
S-000515,2024-01-04 16:00,EQ-B04,35.2,0.77,11.0,5.69
S-000516,2024-01-04 16:00,EQ-C01,38.9,2.02,12.9,5.1
S-000517,2024-01-04 16:00,EQ-C02,41.9,,14.1,4.69
S-000518,2024-01-04 16:00,EQ-C03,38.5,1.94,12.3,5.56
S-000519,2024-01-04 16:00,EQ-C04,,1.64,12.2,4.82
S-000520,2024-01-04 18:00,EQ-A01,44.0,1.71,15.9,5.38
S-000521,2024-01-04 18:00,EQ-A02,42.4,1.96,13.8,5.28
S-000522,2024-01-04 18:00,EQ-A03,46.6,3.47,16.5,4.86
S-000523,2024-01-04 18:00,EQ-A04,39.7,1.64,13.6,5.18
S-000524,2024-01-04 18:00,EQ-B01,36.5,0.82,13.7,5.58
S-000525,2024-01-04 18:00,EQ-B02,33.7,1.08,13.8,5.35
S-000526,2024-01-04 18:00,EQ-B03,36.9,1.65,12.3,5.46
S-000527,2024-01-04 18:00,EQ-B04,36.8,1.73,10.2,5.44
S-000528,2024-01-04 18:00,EQ-C01,38.1,1.55,12.6,4.93
S-000529,2024-01-04 18:00,EQ-C02,38.9,1.82,15.1,4.71
S-000530,2024-01-04 18:00,EQ-C03,40.7,1.27,11.5,4.82
S-000531,2024-01-04 18:00,EQ-C04,40.2,0.97,12.0,5.44
S-000532,2024-01-04 20:00,EQ-A01,46.1,3.08,14.3,4.79
S-000533,2024-01-04 20:00,EQ-A02,38.8,6.96,13.6,4.76
S-000534,2024-01-04 20:00,EQ-A03,45.9,2.9,18.5,5.02
S-000535,2024-01-04 20:00,EQ-A04,40.9,2.1,11.2,5.07
S-000536,2024-01-04 20:00,EQ-B01,35.8,1.15,14.7,5.77
S-000537,2024-01-04 20:00,EQ-B02,34.6,1.34,14.2,5.37
S-000538,2024-01-04 20:00,EQ-B03,36.8,1.22,11.8,5.56
S-000539,2024-01-04 20:00,EQ-B04,38.3,1.32,12.1,5.5
S-000540,2024-01-04 20:00,EQ-C01,39.3,2.58,14.1,4.9
S-000541,2024-01-04 20:00,EQ-C02,39.2,2.22,14.0,4.95
S-000542,2024-01-04 20:00,EQ-C03,41.2,1.4,12.6,4.76
S-000543,2024-01-04 20:00,EQ-C04,39.6,1.41,12.2,
S-000544,2024-01-04 22:00,EQ-A01,44.4,2.37,15.9,4.81
S-000545,2024-01-04 22:00,EQ-A02,45.0,1.87,13.9,4.91
S-000546,2024-01-04 22:00,EQ-A03,46.4,3.14,18.3,4.71
S-000547,2024-01-04 22:00,EQ-A04,41.4,2.49,11.9,5.29
S-000548,2024-01-04 22:00,EQ-B01,36.9,0.91,12.4,5.66
S-000549,2024-01-04 22:00,EQ-B02,35.5,1.5,13.3,5.0
S-000550,2024-01-04 22:00,EQ-B03,40.8,1.5,14.0,5.07
S-000551,2024-01-04 22:00,EQ-B04,36.5,1.71,10.3,5.56
S-000552,2024-01-04 22:00,EQ-C01,42.1,1.65,13.4,4.96
S-000553,2024-01-04 22:00,EQ-C02,42.2,2.15,12.1,4.86
S-000554,2024-01-04 22:00,EQ-C03,41.7,2.0,15.1,5.68
S-000555,2024-01-04 22:00,EQ-C04,37.4,1.34,9.5,5.37
S-000556,2024-01-05 00:00,EQ-A01,45.6,2.56,14.4,5.44
S-000557,2024-01-05 00:00,EQ-A02,44.3,2.79,13.7,4.73
S-000558,2024-01-05 00:00,EQ-A03,48.1,2.86,16.9,4.65
S-000559,2024-01-05 00:00,EQ-A04,43.3,2.27,13.1,5.32
S-000560,2024-01-05 00:00,EQ-B01,40.6,1.44,13.9,
S-000561,2024-01-05 00:00,EQ-B02,40.0,1.51,14.9,5.42
S-000562,2024-01-05 00:00,EQ-B03,41.3,2.18,13.4,5.3
S-000563,2024-01-05 00:00,EQ-B04,37.3,0.9,11.6,5.34
S-000564,2024-01-05 00:00,EQ-C01,39.3,2.45,12.8,4.74
S-000565,2024-01-05 00:00,EQ-C02,41.1,2.33,13.9,5.49
S-000566,2024-01-05 00:00,EQ-C04,39.7,1.5,10.1,5.27
S-000567,2024-01-05 02:00,EQ-A01,42.9,2.38,14.3,4.88
S-000568,2024-01-05 02:00,EQ-A02,42.0,2.97,14.0,5.06
S-000569,2024-01-05 02:00,EQ-A03,45.7,3.25,17.5,4.91
S-000570,2024-01-05 02:00,EQ-A04,44.7,1.63,11.5,5.23
S-000571,2024-01-05 02:00,EQ-B01,36.3,0.87,13.2,5.53
S-000572,2024-01-05 02:00,EQ-B02,40.5,1.26,14.4,5.17
S-000573,2024-01-05 02:00,EQ-B03,37.5,1.24,13.9,5.27
S-000574,2024-01-05 02:00,EQ-B04,35.7,0.86,10.9,5.03
S-000575,2024-01-05 02:00,EQ-C01,43.7,1.69,14.0,5.25
S-000576,2024-01-05 02:00,EQ-C02,42.9,2.54,15.5,5.18
S-000577,2024-01-05 02:00,EQ-C03,41.6,,13.8,5.26
S-000578,2024-01-05 02:00,EQ-C04,37.2,1.45,11.1,5.32
S-000579,2024-01-05 04:00,EQ-A01,43.5,2.66,14.1,4.82
S-000580,2024-01-05 04:00,EQ-A02,45.7,2.75,15.8,4.65
S-000581,2024-01-05 04:00,EQ-A03,47.2,2.94,13.8,4.9
S-000582,2024-01-05 04:00,EQ-A04,41.1,1.52,11.6,5.04
S-000583,2024-01-05 04:00,EQ-B01,38.2,1.67,14.4,5.33
S-000584,2024-01-05 04:00,EQ-B02,38.6,1.02,13.9,5.32
S-000585,2024-01-05 04:00,EQ-B03,40.1,1.62,12.2,5.05
S-000586,2024-01-05 04:00,EQ-B04,39.1,0.96,11.2,5.12
S-000587,2024-01-05 04:00,EQ-C01,41.1,1.66,14.5,4.68
S-000588,2024-01-05 04:00,EQ-C02,43.0,2.38,14.5,4.98
S-000589,2024-01-05 04:00,EQ-C03,40.4,1.74,14.9,5.1
S-000590,2024-01-05 04:00,EQ-C04,37.8,1.6,12.1,5.39
S-000591,2024-01-05 06:00,EQ-A01,,2.68,13.3,4.92
S-000592,2024-01-05 06:00,EQ-A02,42.8,1.92,11.1,5.31
S-000593,2024-01-05 06:00,EQ-A03,42.5,3.14,16.7,4.72
S-000594,2024-01-05 06:00,EQ-A04,40.4,1.93,12.8,4.99
S-000595,2024-01-05 06:00,EQ-B01,36.3,1.34,12.9,5.51
S-000596,2024-01-05 06:00,EQ-B02,40.6,1.01,13.0,5.21
S-000597,2024-01-05 06:00,EQ-B03,37.8,1.48,13.6,5.71
S-000598,2024-01-05 06:00,EQ-B04,38.1,1.22,10.3,5.58
S-000599,2024-01-05 06:00,EQ-C01,42.4,1.99,13.3,4.97
S-000600,2024-01-05 06:00,EQ-C02,44.5,1.44,16.0,4.92
S-000601,2024-01-05 06:00,EQ-C03,42.2,1.69,13.3,5.14
S-000602,2024-01-05 06:00,EQ-C04,40.0,2.2,12.0,5.42
S-000603,2024-01-05 08:00,EQ-A01,41.9,2.08,15.4,4.59
S-000604,2024-01-05 08:00,EQ-A02,41.1,2.23,14.1,4.99
S-000605,2024-01-05 08:00,EQ-A03,42.1,3.02,16.1,4.69
S-000606,2024-01-05 08:00,EQ-A04,40.1,2.1,12.6,5.07
S-000607,2024-01-05 08:00,EQ-B01,35.8,0.97,12.6,5.57
S-000608,2024-01-05 08:00,EQ-B02,37.1,,12.8,5.38
S-000609,2024-01-05 08:00,EQ-B03,38.0,1.97,13.2,5.34
S-000610,2024-01-05 08:00,EQ-B04,36.8,0.84,10.9,5.59
S-000611,2024-01-05 08:00,EQ-C01,41.0,1.61,12.0,5.47
S-000612,2024-01-05 08:00,EQ-C02,41.3,1.99,13.7,4.84
S-000613,2024-01-05 08:00,EQ-C03,40.1,1.45,14.2,5.34
S-000614,2024-01-05 08:00,EQ-C04,38.2,1.77,13.3,5.27
S-000615,2024-01-05 10:00,EQ-A01,41.0,2.45,14.3,5.11
S-000616,2024-01-05 10:00,EQ-A02,37.7,2.28,13.9,4.9
S-000617,2024-01-05 10:00,EQ-A03,42.7,3.38,17.2,4.81
S-000618,2024-01-05 10:00,EQ-A04,40.6,1.6,12.0,4.92
S-000619,2024-01-05 10:00,EQ-B01,36.4,1.74,14.5,5.34
S-000620,2024-01-05 10:00,EQ-B02,36.0,1.27,14.5,5.26
S-000621,2024-01-05 10:00,EQ-B03,38.9,1.75,13.7,5.11
S-000622,2024-01-05 10:00,EQ-B04,35.0,1.3,9.7,5.24
S-000623,2024-01-05 10:00,EQ-C01,37.2,0.98,14.5,4.93
S-000624,2024-01-05 10:00,EQ-C02,41.1,2.11,15.6,5.04
S-000625,2024-01-05 10:00,EQ-C03,38.7,1.92,13.4,5.08
S-000626,2024-01-05 10:00,EQ-C04,36.3,1.18,11.9,5.43
S-000627,2024-01-05 12:00,EQ-A01,43.8,1.87,15.4,4.83
S-000628,2024-01-05 12:00,EQ-A02,39.3,,16.2,5.09
S-000629,2024-01-05 12:00,EQ-A03,44.9,2.76,16.4,5.19
S-000630,2024-01-05 12:00,EQ-A04,40.1,1.71,11.2,5.02
S-000631,2024-01-05 12:00,EQ-B01,37.2,1.12,13.3,5.46
S-000632,2024-01-05 12:00,EQ-B02,39.0,0.94,14.8,4.94
S-000633,2024-01-05 12:00,EQ-B03,35.3,1.61,15.6,5.26
S-000634,2024-01-05 12:00,EQ-B04,36.7,1.37,12.5,5.36
S-000635,2024-01-05 12:00,EQ-C01,39.1,2.41,13.5,4.9
S-000636,2024-01-05 12:00,EQ-C02,41.4,1.8,14.8,5.17
S-000637,2024-01-05 12:00,EQ-C03,38.4,2.04,13.9,5.28
S-000638,2024-01-05 12:00,EQ-C04,36.8,1.64,10.7,5.57
S-000639,2024-01-05 14:00,EQ-A01,42.2,1.94,,4.72
S-000640,2024-01-05 14:00,EQ-A02,39.9,1.98,14.8,5.25
S-000641,2024-01-05 14:00,EQ-A03,47.1,2.76,14.9,4.75
S-000642,2024-01-05 14:00,EQ-A04,42.5,1.22,13.1,5.14
S-000643,2024-01-05 14:00,EQ-B01,38.2,0.93,12.2,5.88
S-000644,2024-01-05 14:00,EQ-B02,,1.59,13.6,5.41
S-000645,2024-01-05 14:00,EQ-B03,37.0,1.13,12.5,4.98
S-000646,2024-01-05 14:00,EQ-B04,34.5,0.85,11.1,5.7
S-000647,2024-01-05 14:00,EQ-C01,40.3,1.41,13.4,5.2
S-000648,2024-01-05 14:00,EQ-C02,41.5,1.92,14.3,4.92
S-000649,2024-01-05 14:00,EQ-C03,39.1,1.79,13.8,5.23
S-000650,2024-01-05 14:00,EQ-C04,36.6,1.55,13.1,5.43
S-000651,2024-01-05 16:00,EQ-A02,40.9,2.36,15.3,5.02
S-000652,2024-01-05 16:00,EQ-A03,45.0,3.21,16.9,5.08
S-000653,2024-01-05 16:00,EQ-A04,38.7,1.83,12.9,5.07
S-000654,2024-01-05 16:00,EQ-B01,36.2,1.67,11.7,5.35
S-000655,2024-01-05 16:00,EQ-B02,37.4,1.27,13.4,5.22
S-000656,2024-01-05 16:00,EQ-B03,40.4,1.46,13.0,5.34
S-000657,2024-01-05 16:00,EQ-B04,36.5,0.96,12.4,5.6
S-000658,2024-01-05 16:00,EQ-C01,39.6,1.91,14.0,5.06
S-000659,2024-01-05 16:00,EQ-C02,40.3,2.19,14.1,4.85
S-000660,2024-01-05 16:00,EQ-C03,38.2,2.06,12.5,5.39
S-000661,2024-01-05 16:00,EQ-C04,38.8,1.78,12.5,5.24
S-000662,2024-01-05 18:00,EQ-A01,41.2,2.77,15.9,4.78
S-000663,2024-01-05 18:00,EQ-A02,39.7,2.19,15.8,5.04
S-000664,2024-01-05 18:00,EQ-A03,44.0,2.86,15.5,4.84
S-000665,2024-01-05 18:00,EQ-B01,34.6,1.33,12.5,5.45
S-000666,2024-01-05 18:00,EQ-B02,37.0,1.76,12.6,5.26
S-000667,2024-01-05 18:00,EQ-B03,39.6,1.53,14.5,5.4
S-000668,2024-01-05 18:00,EQ-B04,33.9,,9.3,5.35
S-000669,2024-01-05 18:00,EQ-C01,40.1,1.83,14.6,5.07
S-000670,2024-01-05 18:00,EQ-C02,38.7,1.81,14.3,5.08
S-000671,2024-01-05 18:00,EQ-C04,37.7,1.9,13.0,5.31
S-000672,2024-01-05 20:00,EQ-A01,39.2,2.66,15.6,5.18
S-000673,2024-01-05 20:00,EQ-A02,41.8,2.32,14.0,4.84
S-000674,2024-01-05 20:00,EQ-A03,43.9,2.62,16.8,4.77
S-000675,2024-01-05 20:00,EQ-A04,39.5,1.8,11.7,5.09
S-000676,2024-01-05 20:00,EQ-B01,34.1,1.5,14.3,5.72
S-000677,2024-01-05 20:00,EQ-B02,,1.36,14.0,5.43
S-000678,2024-01-05 20:00,EQ-B03,37.4,1.39,13.7,5.22
S-000679,2024-01-05 20:00,EQ-B04,33.6,1.15,10.5,5.19
S-000680,2024-01-05 20:00,EQ-C01,37.0,1.65,14.2,4.97
S-000681,2024-01-05 20:00,EQ-C02,40.3,1.91,15.1,4.97
S-000682,2024-01-05 20:00,EQ-C04,38.6,1.57,11.1,5.07
S-000683,2024-01-05 22:00,EQ-A01,43.8,2.41,14.8,4.85
S-000684,2024-01-05 22:00,EQ-A02,42.4,1.76,12.7,5.08
S-000685,2024-01-05 22:00,EQ-A03,43.9,3.5,15.9,4.73
S-000686,2024-01-05 22:00,EQ-A04,40.7,1.62,10.5,5.69
S-000687,2024-01-05 22:00,EQ-B01,36.1,1.33,13.1,5.26
S-000688,2024-01-05 22:00,EQ-B02,38.1,1.41,11.4,5.14
S-000689,2024-01-05 22:00,EQ-B03,54.4,1.64,14.6,5.31
S-000690,2024-01-05 22:00,EQ-B04,35.7,1.26,11.5,5.18
S-000691,2024-01-05 22:00,EQ-C01,,1.7,12.9,4.85
S-000692,2024-01-05 22:00,EQ-C02,38.8,1.64,13.9,4.9
S-000693,2024-01-05 22:00,EQ-C03,38.1,1.26,14.1,5.32
S-000694,2024-01-05 22:00,EQ-C04,40.0,1.48,11.1,5.42
S-000695,2024-01-06 00:00,EQ-A01,40.6,2.84,15.8,5.17
S-000696,2024-01-06 00:00,EQ-A02,40.3,2.24,15.5,4.89
S-000697,2024-01-06 00:00,EQ-A03,44.0,3.18,14.8,4.71
S-000698,2024-01-06 00:00,EQ-A04,42.5,1.58,11.3,5.58
S-000699,2024-01-06 00:00,EQ-B01,37.9,1.11,12.8,5.85
S-000700,2024-01-06 00:00,EQ-B02,37.3,1.03,15.4,5.6
S-000701,2024-01-06 00:00,EQ-B03,41.1,1.78,13.5,5.37
S-000702,2024-01-06 00:00,EQ-B04,35.8,1.14,12.1,5.39
S-000703,2024-01-06 00:00,EQ-C01,41.8,1.96,13.4,5.16
S-000704,2024-01-06 00:00,EQ-C02,41.2,2.01,15.0,5.23
S-000705,2024-01-06 00:00,EQ-C03,39.5,1.55,13.2,5.21
S-000706,2024-01-06 00:00,EQ-C04,38.6,1.13,13.2,5.46
S-000707,2024-01-06 02:00,EQ-A01,42.0,2.13,13.9,5.22
S-000708,2024-01-06 02:00,EQ-A02,43.0,2.12,14.4,5.08
S-000709,2024-01-06 02:00,EQ-A03,47.4,2.3,14.8,4.88
S-000710,2024-01-06 02:00,EQ-A04,40.8,2.11,10.8,5.35
S-000711,2024-01-06 02:00,EQ-B01,37.0,0.7,12.9,5.48
S-000712,2024-01-06 02:00,EQ-B02,39.7,1.15,12.3,5.49
S-000713,2024-01-06 02:00,EQ-B03,37.2,1.67,13.0,5.59
S-000714,2024-01-06 02:00,EQ-B04,35.5,1.31,10.8,5.14
S-000715,2024-01-06 02:00,EQ-C01,40.8,2.42,15.5,5.32
S-000716,2024-01-06 02:00,EQ-C02,42.8,2.06,13.2,4.99
S-000717,2024-01-06 02:00,EQ-C03,41.5,1.86,15.0,4.85
S-000718,2024-01-06 02:00,EQ-C04,40.5,2.03,11.9,5.43
