param_id,record_date,shift,line,product_code,temperature_c,pressure_bar,spindle_speed_rpm,feed_rate_mmmin,coolant_flow_lmin,vibration_mms,has_defect
PP-01053,2024-04-20,주간,B라인,PRD-002,37.1,4.26,3020.0,213.9,15.6,0.826,0
PP-01054,2024-04-20,주간,B라인,PRD-005,36.9,5.98,3148.0,245.0,13.9,,0
PP-01055,2024-04-20,주간,C라인,PRD-003,41.4,5.26,3376.0,220.2,15.3,0.23,0
PP-01056,2024-04-20,주간,C라인,PRD-003,43.4,5.22,2804.0,231.1,15.4,0.25,0
PP-01057,2024-04-22,주간,A라인,PRD-001,38.7,4.11,2997.0,188.9,15.3,0.649,0
PP-01058,2024-04-22,주간,A라인,PRD-004,41.9,3.75,2851.0,191.2,11.5,,0
PP-01059,2024-04-22,야간,A라인,PRD-003,40.9,5.37,3315.0,231.2,12.7,0.324,0
PP-01060,2024-04-22,야간,A라인,PRD-004,51.8,4.95,3015.0,214.3,10.6,0.312,0
PP-01061,2024-04-22,주간,B라인,PRD-005,39.2,4.18,3147.0,143.3,14.2,0.157,0
PP-01062,2024-04-22,주간,B라인,PRD-005,40.6,4.61,3167.0,168.5,17.5,0.324,1
PP-01063,2024-04-22,야간,B라인,PRD-005,38.1,4.51,2857.0,203.7,12.3,0.261,1
PP-01064,2024-04-22,야간,B라인,PRD-006,35.6,5.55,3251.0,187.4,15.2,0.237,1
PP-01065,2024-04-22,주간,C라인,PRD-003,36.9,5.18,3126.0,212.1,13.8,0.26,0
PP-01066,2024-04-22,주간,C라인,PRD-003,35.5,5.15,2787.0,192.5,15.2,0.199,0
PP-01067,2024-04-22,야간,C라인,PRD-005,39.5,4.69,3273.0,211.3,15.0,0.185,0
PP-01068,2024-04-22,야간,C라인,PRD-005,42.9,5.12,2745.0,180.5,15.8,1.538,0
PP-01069,2024-04-23,주간,A라인,PRD-004,45.0,5.14,3116.0,232.9,12.5,1.279,0
PP-01070,2024-04-23,주간,A라인,PRD-004,42.3,4.55,2998.0,208.9,17.3,0.708,0
PP-01071,2024-04-23,야간,A라인,PRD-001,40.7,6.11,3155.0,232.8,14.9,0.351,0
PP-01072,2024-04-23,야간,A라인,PRD-003,38.1,5.01,3295.0,217.5,13.4,0.448,0
PP-01073,2024-04-23,주간,B라인,PRD-006,39.5,4.63,3150.0,201.3,14.4,0.344,0
PP-01074,2024-04-23,주간,B라인,PRD-006,39.4,4.47,3239.0,192.0,14.0,0.197,0
PP-01075,2024-04-23,야간,B라인,PRD-005,42.2,5.42,3017.0,204.2,12.7,0.262,0
PP-01076,2024-04-23,야간,B라인,PRD-006,38.1,5.24,3323.0,175.1,14.2,0.644,0
PP-01077,2024-04-23,주간,C라인,PRD-005,41.9,4.41,2491.0,201.0,15.2,0.229,1
PP-01078,2024-04-23,주간,C라인,PRD-001,35.8,4.78,2952.0,178.0,12.2,0.162,0
PP-01079,2024-04-23,야간,C라인,PRD-005,,4.79,2974.0,162.2,13.5,0.518,0
PP-01080,2024-04-23,야간,C라인,PRD-003,40.4,5.01,3130.0,215.3,14.6,0.665,0
PP-01081,2024-04-24,주간,A라인,PRD-003,42.1,4.29,2546.0,218.0,15.5,,0
PP-01082,2024-04-24,주간,A라인,PRD-004,40.8,4.13,3094.0,188.1,12.7,0.86,0
PP-01083,2024-04-24,야간,A라인,PRD-003,39.7,4.62,3101.0,192.5,18.7,0.339,0
PP-01084,2024-04-24,야간,A라인,PRD-004,40.1,5.13,3001.0,223.5,14.7,0.518,0
PP-01085,2024-04-24,주간,B라인,PRD-006,38.3,4.94,2748.0,205.0,15.7,,0
PP-01086,2024-04-24,주간,B라인,PRD-002,34.3,5.28,2962.0,249.6,13.2,0.197,0
PP-01087,2024-04-24,야간,B라인,PRD-005,34.6,4.73,2960.0,222.5,16.5,0.312,0
PP-01088,2024-04-24,야간,B라인,PRD-006,36.1,4.72,2928.0,207.3,18.0,0.257,0
PP-01089,2024-04-24,주간,C라인,PRD-003,42.9,5.55,3063.0,208.1,13.9,0.203,0
PP-01090,2024-04-24,주간,C라인,PRD-003,43.6,5.0,2936.0,197.1,10.0,0.406,0
PP-01091,2024-04-24,야간,C라인,PRD-003,41.5,4.5,3162.0,151.1,12.8,0.378,0
PP-01092,2024-04-24,야간,C라인,PRD-005,43.7,5.01,2695.0,205.8,12.9,,0
PP-01093,2024-04-25,주간,A라인,PRD-004,42.3,5.06,3051.0,181.3,12.7,0.415,0
PP-01094,2024-04-25,주간,A라인,PRD-003,47.6,5.8,3208.0,218.0,15.9,0.322,0
PP-01095,2024-04-25,야간,A라인,PRD-001,,5.18,3183.0,221.4,13.1,0.29,0
PP-01096,2024-04-25,야간,A라인,PRD-004,39.4,4.86,2755.0,190.7,12.3,0.672,1
PP-01097,2024-04-25,주간,B라인,PRD-002,38.5,5.26,3001.0,189.4,16.3,0.152,0
PP-01098,2024-04-25,주간,B라인,PRD-002,38.8,5.06,3010.0,214.8,16.0,0.36,0
PP-01099,2024-04-25,야간,B라인,PRD-005,39.1,4.61,3053.0,195.7,14.8,0.102,0
PP-01100,2024-04-25,야간,B라인,PRD-005,39.2,5.25,3067.0,204.1,12.2,0.376,0
PP-01101,2024-04-25,주간,C라인,PRD-001,39.4,4.6,3110.0,214.6,15.7,0.864,0
PP-01102,2024-04-25,주간,C라인,PRD-005,38.9,4.25,3117.0,173.8,15.2,0.963,0
PP-01103,2024-04-25,야간,C라인,PRD-005,39.6,4.74,2859.0,209.9,13.6,1.657,1
PP-01104,2024-04-25,야간,C라인,PRD-003,33.5,4.99,2812.0,170.1,14.9,0.208,0
PP-01105,2024-04-26,주간,A라인,PRD-003,,5.16,3197.0,188.2,16.7,0.282,0
PP-01106,2024-04-26,주간,A라인,PRD-001,42.1,5.19,2884.0,165.9,14.5,0.347,0
PP-01107,2024-04-26,야간,A라인,PRD-004,41.8,5.1,2830.0,227.7,13.9,0.417,0
PP-01108,2024-04-26,야간,A라인,PRD-003,33.0,4.88,3320.0,197.8,17.6,0.713,0
PP-01109,2024-04-26,주간,B라인,PRD-006,38.9,4.93,3047.0,222.3,13.8,0.34,0
PP-01110,2024-04-26,주간,B라인,PRD-005,38.0,4.92,3073.0,164.7,15.5,0.773,0
PP-01111,2024-04-26,야간,B라인,PRD-006,37.8,5.48,2984.0,242.5,13.8,0.422,0
PP-01112,2024-04-26,야간,B라인,PRD-002,36.8,3.86,3424.0,184.7,14.7,0.186,0
PP-01113,2024-04-26,주간,C라인,PRD-001,36.6,4.56,3002.0,231.7,12.6,0.58,0
PP-01114,2024-04-26,주간,C라인,PRD-005,33.3,4.93,2847.0,237.4,13.1,0.605,1
PP-01115,2024-04-26,야간,C라인,PRD-005,38.3,4.31,2848.0,204.6,13.9,0.232,1
PP-01116,2024-04-26,야간,C라인,PRD-003,37.0,5.11,2609.0,191.9,17.1,0.463,0
PP-01117,2024-04-27,주간,A라인,PRD-001,42.9,5.68,2824.0,202.7,16.3,0.811,0
PP-01118,2024-04-27,주간,A라인,PRD-001,43.7,4.99,3074.0,222.4,15.8,0.522,0
PP-01119,2024-04-27,주간,B라인,PRD-005,37.0,4.7,2679.0,241.4,16.4,,0
PP-01120,2024-04-27,주간,B라인,PRD-005,37.6,4.73,2583.0,208.2,13.3,0.209,0
PP-01121,2024-04-27,주간,C라인,PRD-003,38.8,5.3,3346.0,204.2,11.4,0.327,0
PP-01122,2024-04-27,주간,C라인,PRD-001,42.8,4.7,2844.0,211.8,18.1,0.197,0
PP-01123,2024-04-29,주간,A라인,PRD-001,42.1,4.66,2992.0,188.0,15.2,0.264,0
PP-01124,2024-04-29,주간,A라인,PRD-003,40.4,5.36,2981.0,212.9,13.9,0.29,0
PP-01125,2024-04-29,야간,A라인,PRD-004,38.9,4.7,2892.0,217.3,14.1,1.33,0
PP-01126,2024-04-29,야간,A라인,PRD-004,43.3,5.42,2869.0,196.9,13.1,0.454,0
PP-01127,2024-04-29,주간,B라인,PRD-005,37.2,5.35,2970.0,193.2,10.6,1.153,0
PP-01128,2024-04-29,주간,B라인,PRD-006,39.4,5.38,3034.0,176.4,13.0,0.429,0
PP-01129,2024-04-29,야간,B라인,PRD-002,29.0,4.92,3745.0,189.6,17.7,,0
PP-01130,2024-04-29,야간,B라인,PRD-002,38.3,4.5,3456.0,192.1,16.8,2.714,1
PP-01131,2024-04-29,주간,C라인,PRD-003,37.8,4.69,2836.0,157.0,13.0,0.538,0
PP-01132,2024-04-29,주간,C라인,PRD-003,37.3,5.24,2865.0,217.8,19.3,0.129,0
PP-01133,2024-04-29,야간,C라인,PRD-005,39.3,5.21,2692.0,188.0,15.3,0.327,0
PP-01134,2024-04-29,야간,C라인,PRD-001,40.2,5.21,2864.0,221.4,15.6,,0
PP-01135,2024-04-30,주간,A라인,PRD-004,46.0,4.7,2651.0,179.7,16.4,0.388,0
PP-01136,2024-04-30,주간,A라인,PRD-003,40.3,4.62,2905.0,161.1,15.2,0.796,0
PP-01137,2024-04-30,야간,A라인,PRD-001,46.5,4.77,3099.0,232.8,14.6,1.055,1
PP-01138,2024-04-30,야간,A라인,PRD-004,43.1,4.7,3187.0,210.1,15.1,0.487,0
PP-01139,2024-04-30,주간,B라인,PRD-006,40.0,4.29,3092.0,173.3,13.7,0.368,0
PP-01140,2024-04-30,주간,B라인,PRD-002,39.5,5.44,2956.0,183.7,13.8,0.981,0
PP-01141,2024-04-30,야간,B라인,PRD-006,37.4,4.55,3575.0,182.1,15.0,0.123,0
PP-01142,2024-04-30,야간,B라인,PRD-002,33.8,4.79,3266.0,212.9,13.4,0.362,0
PP-01143,2024-04-30,주간,C라인,PRD-005,40.7,5.46,3194.0,161.7,15.0,0.186,0
PP-01144,2024-04-30,주간,C라인,PRD-003,43.8,5.08,2552.0,204.5,18.9,0.513,0
PP-01145,2024-04-30,야간,C라인,PRD-005,42.4,5.42,3185.0,205.3,,0.143,0
PP-01146,2024-04-30,야간,C라인,PRD-005,38.6,5.04,3159.0,187.4,17.1,0.819,0
PP-01147,2024-05-01,주간,A라인,PRD-003,35.2,6.07,2658.0,209.9,15.7,0.524,0
PP-01148,2024-05-01,주간,A라인,PRD-003,43.0,5.33,3397.0,210.3,12.7,0.521,0
PP-01149,2024-05-01,야간,A라인,PRD-001,43.8,4.99,2962.0,191.8,14.6,0.395,0
PP-01150,2024-05-01,야간,A라인,PRD-003,49.1,5.19,3108.0,169.8,11.9,0.315,0
PP-01151,2024-05-01,주간,B라인,PRD-006,43.6,4.7,2686.0,216.8,18.3,0.11,0
PP-01152,2024-05-01,주간,B라인,PRD-006,38.3,4.59,3069.0,171.4,18.3,0.341,0
PP-01153,2024-05-01,야간,B라인,PRD-005,38.6,5.36,2978.0,204.8,13.9,0.823,0
PP-01154,2024-05-01,야간,B라인,PRD-005,40.9,4.6,3084.0,226.6,14.3,0.535,0
PP-01155,2024-05-01,주간,C라인,PRD-001,44.1,5.74,2962.0,210.0,12.1,0.388,0
PP-01156,2024-05-01,주간,C라인,PRD-003,35.6,4.65,3336.0,194.2,14.8,1.447,0
PP-01157,2024-05-01,야간,C라인,PRD-005,35.7,5.27,2690.0,214.0,13.6,0.495,0
PP-01158,2024-05-01,야간,C라인,PRD-001,36.7,5.67,3243.0,191.9,12.2,0.12,0
PP-01159,2024-05-02,주간,A라인,PRD-003,43.3,5.12,3016.0,200.1,15.6,0.433,0
PP-01160,2024-05-02,주간,A라인,PRD-004,41.5,4.26,3164.0,182.3,18.5,0.398,0
PP-01161,2024-05-02,야간,A라인,PRD-001,40.2,4.7,2961.0,200.2,15.3,0.295,0
PP-01162,2024-05-02,야간,A라인,PRD-001,43.9,5.5,2860.0,186.9,13.7,0.598,0
PP-01163,2024-05-02,주간,B라인,PRD-002,39.8,5.18,2905.0,189.9,13.7,0.288,0
PP-01164,2024-05-02,주간,B라인,PRD-006,39.9,4.96,2782.0,181.2,15.2,0.458,0
PP-01165,2024-05-02,야간,B라인,PRD-002,40.5,4.33,2808.0,183.1,13.3,0.319,0
PP-01166,2024-05-02,야간,B라인,PRD-005,40.1,5.43,3040.0,228.2,16.7,0.154,0
PP-01167,2024-05-02,주간,C라인,PRD-005,42.6,5.6,2890.0,177.9,11.4,0.497,0
PP-01168,2024-05-02,주간,C라인,PRD-001,43.6,5.2,2670.0,210.6,13.9,0.326,0
PP-01169,2024-05-02,야간,C라인,PRD-003,39.4,5.62,3236.0,168.9,16.9,0.67,0
PP-01170,2024-05-02,야간,C라인,PRD-003,37.1,4.96,2970.0,205.1,16.7,1.65,0
PP-01171,2024-05-03,주간,A라인,PRD-004,40.3,5.1,2952.0,199.2,14.6,0.315,0
PP-01172,2024-05-03,주간,A라인,PRD-003,41.0,4.27,3132.0,173.8,18.2,,0
PP-01173,2024-05-03,야간,A라인,PRD-003,41.6,5.28,2872.0,190.1,15.3,0.266,0
PP-01174,2024-05-03,야간,A라인,PRD-001,44.6,5.58,2758.0,212.2,9.0,0.85,0
PP-01175,2024-05-03,주간,B라인,PRD-005,41.2,4.95,3275.0,221.8,17.9,0.41,0
PP-01176,2024-05-03,주간,B라인,PRD-006,40.5,5.19,3022.0,220.3,18.7,0.738,0
PP-01177,2024-05-03,야간,B라인,PRD-005,42.4,4.7,3047.0,209.0,12.6,0.357,0
PP-01178,2024-05-03,야간,B라인,PRD-002,38.4,4.94,3362.0,170.5,13.3,0.263,0
PP-01179,2024-05-03,주간,C라인,PRD-005,39.0,4.55,3087.0,200.9,13.4,0.161,0
PP-01180,2024-05-03,주간,C라인,PRD-005,,4.93,3355.0,177.6,13.5,0.583,0
PP-01181,2024-05-03,야간,C라인,PRD-003,41.4,6.05,2816.0,188.2,18.5,0.924,0
PP-01182,2024-05-03,야간,C라인,PRD-003,38.2,6.31,3219.0,221.6,15.0,0.112,0
PP-01183,2024-05-04,주간,A라인,PRD-003,38.9,6.32,3024.0,184.9,12.9,0.42,0
PP-01184,2024-05-04,주간,A라인,PRD-003,42.7,4.13,2898.0,168.2,,0.521,0
PP-01185,2024-05-04,주간,B라인,PRD-002,41.1,5.47,2983.0,188.2,17.0,0.111,0
PP-01186,2024-05-04,주간,B라인,PRD-006,43.6,5.64,3504.0,196.8,11.9,0.398,0
PP-01187,2024-05-04,주간,C라인,PRD-003,36.1,5.29,2915.0,188.8,14.3,0.375,1
PP-01188,2024-05-04,주간,C라인,PRD-001,36.6,5.51,2622.0,163.1,14.0,1.01,0
PP-01189,2024-05-06,주간,A라인,PRD-004,47.8,4.88,3145.0,218.8,18.3,0.445,0
PP-01190,2024-05-06,주간,A라인,PRD-004,43.0,4.66,3066.0,186.2,13.2,0.351,0
PP-01191,2024-05-06,야간,A라인,PRD-004,39.1,4.86,2834.0,232.2,15.8,1.343,0
PP-01192,2024-05-06,야간,A라인,PRD-004,36.4,5.24,3179.0,194.2,16.4,0.453,0
PP-01193,2024-05-06,주간,B라인,PRD-002,40.3,5.02,3291.0,183.9,15.2,0.586,0
PP-01194,2024-05-06,주간,B라인,PRD-002,39.7,5.27,2815.0,206.3,12.8,0.197,0
PP-01195,2024-05-06,야간,B라인,PRD-005,44.3,5.24,3139.0,203.9,14.3,,0
PP-01196,2024-05-06,야간,B라인,PRD-002,41.8,4.48,3359.0,190.5,14.1,0.173,0
PP-01197,2024-05-06,주간,C라인,PRD-005,38.6,5.17,3150.0,191.9,15.8,0.476,0
PP-01198,2024-05-06,주간,C라인,PRD-001,38.0,5.57,3242.0,207.2,18.3,0.105,0
PP-01199,2024-05-06,야간,C라인,PRD-005,44.9,5.2,3084.0,213.4,14.4,0.239,0
PP-01200,2024-05-06,야간,C라인,PRD-005,40.0,4.88,2872.0,181.6,18.7,0.747,0
PP-01201,2024-05-07,주간,A라인,PRD-003,41.5,4.29,3455.0,220.0,15.3,0.272,0
PP-01202,2024-05-07,주간,A라인,PRD-001,47.5,4.93,3308.0,195.4,14.9,0.539,0
PP-01203,2024-05-07,야간,A라인,PRD-003,44.7,5.26,2607.0,160.4,14.5,0.653,0
PP-01204,2024-05-07,야간,A라인,PRD-004,46.1,5.87,2997.0,195.6,12.8,0.306,0
PP-01205,2024-05-07,주간,B라인,PRD-005,44.3,5.24,2756.0,193.2,12.6,0.897,0
PP-01206,2024-05-07,주간,B라인,PRD-005,44.9,4.86,2948.0,202.3,13.5,0.365,0
PP-01207,2024-05-07,야간,B라인,PRD-005,46.8,4.61,3035.0,239.3,13.0,0.226,0
PP-01208,2024-05-07,야간,B라인,PRD-002,36.1,4.97,2947.0,184.8,11.9,0.236,0
PP-01209,2024-05-07,주간,C라인,PRD-001,,5.33,2814.0,211.2,12.3,0.694,0
PP-01210,2024-05-07,주간,C라인,PRD-003,42.7,5.67,3148.0,187.1,,0.389,0
PP-01211,2024-05-07,야간,C라인,PRD-003,37.5,4.63,3116.0,169.1,13.1,0.129,0
PP-01212,2024-05-07,야간,C라인,PRD-003,,5.43,2945.0,206.7,13.6,1.245,0
PP-01213,2024-05-08,주간,A라인,PRD-003,43.6,4.83,3108.0,202.9,15.9,0.462,0
PP-01214,2024-05-08,주간,A라인,PRD-004,40.6,4.87,2593.0,196.1,15.4,0.408,0
PP-01215,2024-05-08,야간,A라인,PRD-003,43.2,4.67,3277.0,230.7,14.8,0.58,0
PP-01216,2024-05-08,야간,A라인,PRD-004,44.0,4.86,3166.0,171.8,16.7,0.286,0
PP-01217,2024-05-08,주간,B라인,PRD-002,49.3,4.91,2626.0,174.3,15.6,0.864,1
PP-01218,2024-05-08,주간,B라인,PRD-005,41.2,4.9,3188.0,210.2,16.1,0.725,0
PP-01219,2024-05-08,야간,B라인,PRD-002,37.8,5.15,2754.0,188.6,11.9,0.164,0
PP-01220,2024-05-08,야간,B라인,PRD-006,41.5,4.89,2961.0,183.5,14.4,0.478,0
PP-01221,2024-05-08,주간,C라인,PRD-001,42.5,4.67,3304.0,230.7,16.1,0.139,0
PP-01222,2024-05-08,주간,C라인,PRD-001,40.0,4.85,3123.0,184.6,13.2,0.267,0
PP-01223,2024-05-08,야간,C라인,PRD-005,43.6,5.25,3114.0,208.2,12.2,0.247,0
PP-01224,2024-05-08,야간,C라인,PRD-001,39.5,4.6,2708.0,194.0,18.5,0.377,0
PP-01225,2024-05-09,주간,A라인,PRD-001,40.0,4.67,2794.0,149.3,15.6,0.49,0
PP-01226,2024-05-09,주간,A라인,PRD-001,45.1,4.21,3161.0,183.0,13.9,0.931,0
PP-01227,2024-05-09,야간,A라인,PRD-001,44.7,5.1,3418.0,207.3,16.3,0.657,0
PP-01228,2024-05-09,야간,A라인,PRD-001,42.8,5.14,3004.0,156.9,13.2,0.29,0
PP-01229,2024-05-09,주간,B라인,PRD-002,40.7,3.85,3063.0,212.2,17.1,,0
PP-01230,2024-05-09,주간,B라인,PRD-006,42.5,4.44,2888.0,199.1,16.3,0.428,0
PP-01231,2024-05-09,야간,B라인,PRD-002,31.9,6.19,3187.0,197.3,14.7,0.104,0
PP-01232,2024-05-09,야간,B라인,PRD-006,41.0,5.02,2670.0,205.7,12.9,0.159,0
PP-01233,2024-05-09,주간,C라인,PRD-003,35.6,4.58,2904.0,202.0,12.1,0.393,0
PP-01234,2024-05-09,주간,C라인,PRD-003,40.6,4.82,3641.0,235.1,17.0,0.499,0
PP-01235,2024-05-09,야간,C라인,PRD-005,39.7,4.95,2855.0,176.1,12.3,0.169,0
PP-01236,2024-05-09,야간,C라인,PRD-001,44.0,4.0,2913.0,164.0,9.7,0.211,0
PP-01237,2024-05-10,주간,A라인,PRD-003,44.9,6.04,3033.0,183.1,15.7,0.396,0
PP-01238,2024-05-10,주간,A라인,PRD-003,43.0,4.42,3343.0,198.5,19.8,0.315,0
PP-01239,2024-05-10,야간,A라인,PRD-004,,5.42,3405.0,196.7,16.1,0.317,0
PP-01240,2024-05-10,야간,A라인,PRD-004,42.8,5.76,3259.0,201.1,12.5,0.285,0
PP-01241,2024-05-10,주간,B라인,PRD-006,44.7,4.62,2864.0,170.5,16.6,0.392,0
PP-01242,2024-05-10,주간,B라인,PRD-002,43.1,6.4,2970.0,205.7,18.1,0.214,0
PP-01243,2024-05-10,야간,B라인,PRD-002,40.3,4.28,3299.0,184.6,16.8,0.125,0
PP-01244,2024-05-10,야간,B라인,PRD-002,39.3,4.72,2710.0,174.6,,0.158,0
PP-01245,2024-05-10,주간,C라인,PRD-003,41.0,4.68,3163.0,192.7,17.1,0.209,0
PP-01246,2024-05-10,주간,C라인,PRD-005,40.9,5.6,2554.0,204.0,15.9,0.608,0
PP-01247,2024-05-10,야간,C라인,PRD-005,39.8,4.86,2966.0,206.5,10.9,0.27,0
PP-01248,2024-05-10,야간,C라인,PRD-003,43.1,6.0,3217.0,214.6,15.6,0.145,0
PP-01249,2024-05-11,주간,A라인,PRD-003,35.5,4.8,3230.0,172.1,12.4,0.494,0
PP-01250,2024-05-11,주간,A라인,PRD-004,49.1,4.29,3148.0,189.5,17.5,0.471,0
PP-01251,2024-05-11,주간,B라인,PRD-002,41.8,4.77,2905.0,201.6,18.5,0.294,0
PP-01252,2024-05-11,주간,B라인,PRD-006,43.8,5.32,3063.0,193.0,15.0,0.11,0
PP-01253,2024-05-11,주간,C라인,PRD-001,34.4,4.52,2947.0,227.0,16.2,0.109,0
PP-01254,2024-05-11,주간,C라인,PRD-005,44.0,5.29,3185.0,208.5,14.9,0.372,0
PP-01255,2024-05-13,주간,A라인,PRD-001,46.3,5.03,3065.0,208.0,11.6,0.708,0
PP-01256,2024-05-13,주간,A라인,PRD-003,42.4,5.35,2855.0,183.3,20.7,0.478,0
PP-01257,2024-05-13,야간,A라인,PRD-004,42.2,5.21,3265.0,216.1,15.0,0.415,0
PP-01258,2024-05-13,야간,A라인,PRD-003,36.7,4.64,3365.0,175.6,13.7,0.276,0
PP-01259,2024-05-13,주간,B라인,PRD-006,39.1,5.38,2824.0,181.7,13.9,0.172,0
PP-01260,2024-05-13,주간,B라인,PRD-002,39.7,4.7,2824.0,170.1,15.3,0.118,0
PP-01261,2024-05-13,야간,B라인,PRD-005,39.3,4.76,3110.0,204.8,17.2,,0
PP-01262,2024-05-13,야간,B라인,PRD-005,,5.66,3066.0,189.8,18.7,0.807,0
PP-01263,2024-05-13,주간,C라인,PRD-003,39.2,5.2,2887.0,197.2,13.5,0.333,1
PP-01264,2024-05-13,주간,C라인,PRD-003,39.9,5.28,2954.0,173.0,15.7,1.656,1
PP-01265,2024-05-13,야간,C라인,PRD-005,39.0,4.41,2823.0,169.1,9.3,0.648,0
PP-01266,2024-05-13,야간,C라인,PRD-003,42.1,5.76,3146.0,185.0,16.4,0.265,0
PP-01267,2024-05-14,주간,A라인,PRD-001,46.6,5.61,3171.0,251.7,12.5,0.616,0
PP-01268,2024-05-14,주간,A라인,PRD-003,42.8,4.62,2798.0,201.0,17.6,1.57,0
PP-01269,2024-05-14,야간,A라인,PRD-004,45.8,5.25,3126.0,220.1,11.0,0.365,0
PP-01270,2024-05-14,야간,A라인,PRD-004,40.3,4.08,3078.0,214.0,13.8,0.842,0
PP-01271,2024-05-14,주간,B라인,PRD-002,42.8,5.84,3173.0,187.6,13.9,0.796,0
PP-01272,2024-05-14,주간,B라인,PRD-002,43.4,4.67,3123.0,217.8,13.9,0.858,0
PP-01273,2024-05-14,야간,B라인,PRD-002,39.2,4.59,2811.0,208.8,15.8,0.184,0
PP-01274,2024-05-14,야간,B라인,PRD-002,39.6,5.64,2913.0,231.7,,0.142,0
PP-01275,2024-05-14,주간,C라인,PRD-001,38.4,4.65,2887.0,204.4,15.1,1.016,1
PP-01276,2024-05-14,주간,C라인,PRD-003,40.3,5.67,3136.0,141.1,18.4,0.724,0
PP-01277,2024-05-14,야간,C라인,PRD-003,40.5,5.13,3113.0,166.5,15.1,0.318,0
PP-01278,2024-05-14,야간,C라인,PRD-001,40.2,4.83,2666.0,155.9,11.1,0.103,1
PP-01279,2024-05-15,주간,A라인,PRD-004,40.8,4.29,2986.0,188.1,17.0,0.445,0
PP-01280,2024-05-15,주간,A라인,PRD-003,40.4,4.83,2890.0,185.4,14.6,1.76,0
PP-01281,2024-05-15,야간,A라인,PRD-003,46.9,4.78,3239.0,185.4,13.8,0.523,0
PP-01282,2024-05-15,야간,A라인,PRD-004,41.8,4.98,2815.0,242.1,14.7,0.476,0
PP-01283,2024-05-15,주간,B라인,PRD-006,42.2,4.91,2973.0,202.2,13.1,0.143,0
PP-01284,2024-05-15,주간,B라인,PRD-002,44.4,4.75,2846.0,189.8,15.8,,0
PP-01285,2024-05-15,야간,B라인,PRD-005,40.7,4.8,3103.0,197.6,17.6,0.62,0
PP-01286,2024-05-15,야간,B라인,PRD-006,44.7,4.86,3079.0,192.1,14.4,0.486,0
PP-01287,2024-05-15,주간,C라인,PRD-001,,4.18,3163.0,229.2,14.6,0.357,0
PP-01288,2024-05-15,주간,C라인,PRD-005,31.7,5.94,2911.0,213.8,15.8,0.696,0
PP-01289,2024-05-15,야간,C라인,PRD-001,35.0,4.96,2869.0,202.2,20.4,0.316,0
PP-01290,2024-05-15,야간,C라인,PRD-003,42.1,4.34,3540.0,210.0,13.6,0.462,0
PP-01291,2024-05-16,주간,A라인,PRD-003,43.3,4.9,3349.0,229.9,16.5,0.569,0
PP-01292,2024-05-16,주간,A라인,PRD-001,48.5,5.66,2935.0,217.0,18.9,0.261,0
PP-01293,2024-05-16,야간,A라인,PRD-003,42.8,5.42,3318.0,185.5,13.7,0.351,0
PP-01294,2024-05-16,야간,A라인,PRD-001,,4.87,3102.0,200.2,14.7,0.383,0
PP-01295,2024-05-16,주간,B라인,PRD-002,41.3,5.98,3214.0,219.9,14.3,0.11,0
PP-01296,2024-05-16,주간,B라인,PRD-006,40.3,4.96,3018.0,231.8,12.5,0.418,0
PP-01297,2024-05-16,야간,B라인,PRD-005,43.8,5.1,3110.0,192.3,15.7,0.237,0
PP-01298,2024-05-16,야간,B라인,PRD-002,37.7,5.32,2806.0,205.8,15.4,0.588,0
PP-01299,2024-05-16,주간,C라인,PRD-001,43.2,5.11,3095.0,205.8,13.2,0.124,0
PP-01300,2024-05-16,주간,C라인,PRD-005,40.3,4.6,3195.0,216.7,14.5,0.283,0
PP-01301,2024-05-16,야간,C라인,PRD-005,40.3,4.5,2716.0,205.1,11.2,0.245,0
PP-01302,2024-05-16,야간,C라인,PRD-001,39.9,5.8,3143.0,194.7,13.6,0.251,0
PP-01303,2024-05-17,주간,A라인,PRD-001,45.6,5.16,2477.0,207.8,18.7,1.44,0
PP-01304,2024-05-17,주간,A라인,PRD-003,41.4,4.98,2951.0,194.1,17.9,0.505,0
PP-01305,2024-05-17,야간,A라인,PRD-001,45.2,4.61,3191.0,207.0,16.0,0.652,0
PP-01306,2024-05-17,야간,A라인,PRD-004,39.2,5.23,2971.0,165.5,14.4,0.28,0
PP-01307,2024-05-17,주간,B라인,PRD-006,38.6,4.73,2836.0,191.7,15.7,,0
PP-01308,2024-05-17,주간,B라인,PRD-002,39.9,4.91,3092.0,221.3,13.2,0.922,0
PP-01309,2024-05-17,야간,B라인,PRD-002,38.6,4.58,2916.0,216.4,16.1,0.331,0
PP-01310,2024-05-17,야간,B라인,PRD-002,38.0,4.5,2845.0,217.0,15.5,0.666,0
PP-01311,2024-05-17,주간,C라인,PRD-001,37.0,4.96,3024.0,177.0,15.3,0.473,0
PP-01312,2024-05-17,주간,C라인,PRD-003,39.3,4.9,3058.0,219.9,,1.246,0
PP-01313,2024-05-17,야간,C라인,PRD-003,34.5,4.96,3278.0,198.9,12.0,0.61,0
PP-01314,2024-05-17,야간,C라인,PRD-001,44.8,4.69,2998.0,206.4,12.2,0.217,0
PP-01315,2024-05-18,주간,A라인,PRD-004,45.2,5.02,3134.0,204.1,12.4,0.307,0
PP-01316,2024-05-18,주간,A라인,PRD-004,47.0,4.58,2811.0,192.8,16.3,0.958,0
